id,name,gene_name,description,go_classification,general_function,specific_function,pathway,reaction,cellular_location,signals,transmembrane_regions,molecular_weight,theoretical_pi,locus,chromosome,uniprot_name,uniprot_id,pdb_id,genbank_protein_id,genbank_gene_id,genecard_id,genatlas_id,hgnc_id,hprd_id,organism,general_citations,comments,creator_id,updater_id,created_at,updated_at
475,Cytosolic 5'-nucleotidase 3,NT5C3,,,,,,,,,,,,,,,Q9H0P0,,,,,,,,,,,,,2015-02-23 23:27:40 UTC,2015-02-23 23:27:40 UTC
476,Rho-related GTP-binding protein RhoU,RHOU,,,,,,,,,,,,,,,Q7L0Q8,,,,,,,,,,,,,2015-02-23 23:27:40 UTC,2015-02-23 23:27:40 UTC
477,DNA-(apurinic or apyrimidinic site) lyase,APEX1,,,,,,,,,,,,,,,P27695,,,,,,,,,,,,,2015-02-23 23:27:40 UTC,2015-02-23 23:27:40 UTC
478,Potassium-transporting ATPase alpha chain 2,ATP12A,,,,,,,,,,,,,,,P54707,,,,,,,,,,,,,2015-02-23 23:27:42 UTC,2015-02-23 23:27:42 UTC
479,Potassium-transporting ATPase subunit beta,ATP4B,,,,,,,,,,,,,,,P51164,,,,,,,,,,,,,2015-02-23 23:27:43 UTC,2015-02-23 23:27:43 UTC
480,Potassium-transporting ATPase alpha chain 1,ATP4A,,,,,,,,,,,,,,,P20648,,,,,,,,,,,,,2015-02-23 23:27:43 UTC,2015-02-23 23:27:43 UTC
481,Adenosine receptor A3,ADORA3,,,,,,,,,,,,,,,P33765,,,,,,,,,,,,,2015-02-23 23:27:46 UTC,2015-02-23 23:27:46 UTC
482,Adenosine 3'-phospho 5'-phosphosulfate transporter 1,SLC35B2,,,,,,,,,,,,,,,Q8TB61,,,,,,,,,,,,,2015-02-23 23:27:46 UTC,2015-02-23 23:27:46 UTC
483,Arylamine N-acetyltransferase 1,NAT1,,,,,,,,,,,,,,,P18440,,,,,,,,,,,,,2015-02-23 23:27:49 UTC,2015-02-23 23:27:49 UTC
484,Arylamine N-acetyltransferase 2,NAT2,,,,,,,,,,,,,,,P11245,,,,,,,,,,,,,2015-02-23 23:27:49 UTC,2015-02-23 23:27:49 UTC
485,Arylacetamide deacetylase,AADAC,,,,,,,,,,,,,,,P22760,,,,,,,,,,,,,2015-02-23 23:27:49 UTC,2015-02-23 23:27:49 UTC
486,CP protein,CP,,,,,,,,,,,,,,,A5PL27,,,,,,,,,,,,,2015-02-23 23:27:53 UTC,2015-02-23 23:27:53 UTC
487,Gamma-glutamylcyclotransferase,GGCT,,,,,,,,,,,,,,,O75223,,,,,,,,,,,,,2015-02-23 23:28:03 UTC,2015-02-23 23:28:03 UTC
488,Chondroitin sulfate N-acetylgalactosaminyltransferase 2,CSGALNACT2,,,,,,,,,,,,,,,Q8N6G5,,,,,,,,,,,,,2015-02-23 23:28:14 UTC,2015-02-23 23:28:14 UTC
489,"Beta-1,3-N-acetylglucosaminyltransferase bGnT-2",bGnT-2,,,,,,,,,,,,,,,Q9NY97,,,,,,,,,,,,,2015-02-23 23:28:14 UTC,2015-02-23 23:28:14 UTC
490,"MOSC domain-containing protein 2, mitochondrial",MOSC2,,,,,,,,,,,,,,,Q969Z3,,,,,,,,,,,,,2015-02-23 23:28:15 UTC,2015-02-23 23:28:15 UTC
491,"MOSC domain-containing protein 1, mitochondrial",MOSC1,,,,,,,,,,,,,,,Q5VT66,,,,,,,,,,,,,2015-02-23 23:28:15 UTC,2015-02-23 23:28:15 UTC
492,Delta-1-pyrroline-5-carboxylate synthase,ALDH18A1,,,,,,,,,,,,,,,P54886,,,,,,,,,,,,,2015-02-23 23:28:17 UTC,2015-02-23 23:28:17 UTC
493,"Ornithine carbamoyltransferase, mitochondrial",OTC,,,,,,,,,,,,,,,P00480,,,,,,,,,,,,,2015-02-23 23:28:17 UTC,2015-02-23 23:28:17 UTC
494,Cationic amino acid transporter 4,SLC7A4,,,,,,,,,,,,,,,O43246,,,,,,,,,,,,,2015-02-23 23:28:17 UTC,2015-02-23 23:28:17 UTC
495,Mitochondrial ornithine transporter 1,SLC25A15,,,,,,,,,,,,,,,Q9Y619,,,,,,,,,,,,,2015-02-23 23:28:17 UTC,2015-02-23 23:28:17 UTC
496,Mitochondrial ornithine transporter 2,SLC25A2,,,,,,,,,,,,,,,Q9BXI2,,,,,,,,,,,,,2015-02-23 23:28:17 UTC,2015-02-23 23:28:17 UTC
497,Low affinity cationic amino acid transporter 2,SLC7A2,,,,,,,,,,,,,,,P52569,,,,,,,,,,,,,2015-02-23 23:28:17 UTC,2015-02-23 23:28:17 UTC
498,Ornithine decarboxylase antizyme 2,OAZ2,,,,,,,,,,,,,,,O95190,,,,,,,,,,,,,2015-02-23 23:28:18 UTC,2015-02-23 23:28:18 UTC
499,Ornithine decarboxylase antizyme 3,OAZ3,,,,,,,,,,,,,,,Q9UMX2,,,,,,,,,,,,,2015-02-23 23:28:18 UTC,2015-02-23 23:28:18 UTC
500,Antizyme inhibitor 1,AZIN1,,,,,,,,,,,,,,,O14977,,,,,,,,,,,,,2015-02-23 23:28:18 UTC,2015-02-23 23:28:18 UTC
501,Fructose-bisphosphate aldolase A,ALDOA,,,,,,,,,,,,,,,P04075,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
502,Fructose-bisphosphate aldolase C,ALDOC,,,,,,,,,,,,,,,P09972,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
503,Fructose-bisphosphate aldolase B,ALDOB,,,,,,,,,,,,,,,P05062,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
504,Beta-adrenergic receptor kinase 1,ADRBK1,,,,,,,,,,,,,,,P25098,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
505,Beta-adrenergic receptor kinase 2,ADRBK2,,,,,,,,,,,,,,,P35626,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
506,Rhodopsin kinase,GRK1,,,,,,,,,,,,,,,Q15835,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
507,"Neurolysin, mitochondrial",NLN,,,,,,,,,,,,,,,Q9BYT8,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
508,G protein-coupled receptor kinase 7,GRK7,,,,,,,,,,,,,,,Q8WTQ7,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
509,Aminopeptidase B,RNPEP,,,,,,,,,,,,,,,Q9H4A4,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
510,Mast cell carboxypeptidase A,CPA3,,,,,,,,,,,,,,,P15088,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
511,Carboxypeptidase A6,CPA6,,,,,,,,,,,,,,,Q8N4T0,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
512,Carboxypeptidase A5,CPA5,,,,,,,,,,,,,,,A4D1M2,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
513,Carboxypeptidase B,CPB1,,,,,,,,,,,,,,,P15086,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
514,Carboxypeptidase B2,CPB2,,,,,,,,,,,,,,,Q96IY4,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
515,A disintegrin and metalloproteinase with thrombospondin motifs 2,ADAMTS2,,,,,,,,,,,,,,,O95450,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
516,Insulin-degrading enzyme,IDE,,,,,,,,,,,,,,,P14735,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
517,Carbonic anhydrase 6,CA6,,,,,,,,,,,,,,,P23280,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
518,"Carboxypeptidase N, polypeptide 1",CPN1,,,,,,,,,,,,,,,B1AP59,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
519,Carboxypeptidase N subunit 2,CPN2,,,,,,,,,,,,,,,P22792,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
520,Carbonic anhydrase-related protein,CA8,,,,,,,,,,,,,,,P35219,,,,,,,,,,,,,2015-02-23 23:28:25 UTC,2015-02-23 23:28:25 UTC
521,ATPase ASNA1,ASNA1,,,,,,,,,,,,,,,O43681,,,,,,,,,,,,,2015-02-23 23:28:28 UTC,2015-02-23 23:28:28 UTC
522,Carboxymethylenebutenolidase homolog,CMBL,,,,,,,,,,,,,,,Q96DG6,,,,,,,,,,,,,2015-02-23 23:28:32 UTC,2015-02-23 23:28:32 UTC
523,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",CPS1,,,,,,,,,,,,,,,P31327,,,,,,,,,,,,,2015-02-23 23:28:45 UTC,2015-02-23 23:28:45 UTC
524,AMP deaminase 3,AMPD3,,,,,,,,,,,,,,,Q01432,,,,,,,,,,,,,2015-02-23 23:28:46 UTC,2015-02-23 23:28:46 UTC
525,AMP deaminase 2,AMPD2,,,,,,,,,,,,,,,Q01433,,,,,,,,,,,,,2015-02-23 23:28:46 UTC,2015-02-23 23:28:46 UTC
526,AMP deaminase 1,AMPD1,,,,,,,,,,,,,,,P23109,,,,,,,,,,,,,2015-02-23 23:28:46 UTC,2015-02-23 23:28:46 UTC
527,Glutamine synthetase,GLUL,,,,,,,,,,,,,,,P15104,,,,,,,,,,,,,2015-02-23 23:28:46 UTC,2015-02-23 23:28:46 UTC
528,"Glutaminase liver isoform, mitochondrial",GLS2,,,,,,,,,,,,,,,Q9UI32,,,,,,,,,,,,,2015-02-23 23:28:46 UTC,2015-02-23 23:28:46 UTC
529,GMP reductase 2,GMPR2,,,,,,,,,,,,,,,Q9P2T1,,,,,,,,,,,,,2015-02-23 23:28:46 UTC,2015-02-23 23:28:46 UTC
530,"Glutaminase kidney isoform, mitochondrial",GLS,,,,,,,,,,,,,,,O94925,,,,,,,,,,,,,2015-02-23 23:28:46 UTC,2015-02-23 23:28:46 UTC
531,GMP reductase 1,GMPR,,,,,,,,,,,,,,,P36959,,,,,,,,,,,,,2015-02-23 23:28:46 UTC,2015-02-23 23:28:46 UTC
532,Formimidoyltransferase-cyclodeaminase,FTCD,,,,,,,,,,,,,,,O95954,,,,,,,,,,,,,2015-02-23 23:28:46 UTC,2015-02-23 23:28:46 UTC
533,Ammonium transporter Rh type A,RHAG,,,,,,,,,,,,,,,Q02094,,,,,,,,,,,,,2015-02-23 23:28:46 UTC,2015-02-23 23:28:46 UTC
534,AID,AID,,,,,,,,,,,,,,,Q546Y9,,,,,,,,,,,,,2015-02-23 23:28:46 UTC,2015-02-23 23:28:46 UTC
535,Ethanolamine-phosphate phospho-lyase,AGXT2L1,,,,,,,,,,,,,,,Q8TBG4,,,,,,,,,,,,,2015-02-23 23:28:46 UTC,2015-02-23 23:28:46 UTC
536,CTP synthase 2,CTPS2,,,,,,,,,,,,,,,Q9NRF8,,,,,,,,,,,,,2015-02-23 23:28:46 UTC,2015-02-23 23:28:46 UTC
537,Serine racemase,SRR,,,,,,,,,,,,,,,Q9GZT4,,,,,,,,,,,,,2015-02-23 23:28:46 UTC,2015-02-23 23:28:46 UTC
538,Glucosamine-6-phosphate isomerase 2,GNPDA2,,,,,,,,,,,,,,,Q8TDQ7,,,,,,,,,,,,,2015-02-23 23:28:46 UTC,2015-02-23 23:28:46 UTC
539,DNA dC->dU-editing enzyme APOBEC-3H,APOBEC3H,,,,,,,,,,,,,,,Q6NTF7,,,,,,,,,,,,,2015-02-23 23:28:46 UTC,2015-02-23 23:28:46 UTC
540,Equilibrative nucleoside transporter 2,SLC29A2,,,,,,,,,,,,,,,Q14542,,,,,,,,,,,,,2015-02-23 23:28:49 UTC,2015-02-23 23:28:49 UTC
541,Glycogen synthase kinase-3 beta,GSK3B,,,,,,,,,,,,,,,P49841,,,,,,,,,,,,,2015-02-23 23:28:59 UTC,2015-02-23 23:28:59 UTC
542,Catenin beta-1,CTNNB1,,,,,,,,,,,,,,,P35222,,,,,,,,,,,,,2015-02-23 23:28:59 UTC,2015-02-23 23:28:59 UTC
543,Adenine phosphoribosyltransferase,APRT,,,,,,,,,,,,,,,P07741,,,,,,,,,,,,,2015-02-23 23:29:06 UTC,2015-02-23 23:29:06 UTC
544,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,GNAS,,,,,,,,,,,,,,,P63092,,,,,,,,,,,,,2015-02-23 23:29:06 UTC,2015-02-23 23:29:06 UTC
545,Guanine nucleotide-binding protein G(q) subunit alpha,GNAQ,,,,,,,,,,,,,,,P50148,,,,,,,,,,,,,2015-02-23 23:29:06 UTC,2015-02-23 23:29:06 UTC
546,Queuine tRNA-ribosyltransferase subunit QTRTD1,QTRTD1,,,,,,,,,,,,,,,Q9H974,,,,,,,,,,,,,2015-02-23 23:29:06 UTC,2015-02-23 23:29:06 UTC
547,Nuclear receptor ROR-beta,RORB,,,,,,,,,,,,,,,Q92753,,,,,,,,,,,,,2015-02-23 23:29:08 UTC,2015-02-23 23:29:08 UTC
548,Ferrochelatase,DKFZp686P18130,,,,,,,,,,,,,,,Q7KZA3,,,,,,,,,,,,,2015-02-23 23:29:13 UTC,2015-02-23 23:29:13 UTC
549,Transaldolase,TALDO1,,,,,,,,,,,,,,,P37837,,,,,,,,,,,,,2015-02-23 23:29:16 UTC,2015-02-23 23:29:16 UTC
550,Ketohexokinase,KHK,,,,,,,,,,,,,,,P50053,,,,,,,,,,,,,2015-02-23 23:29:16 UTC,2015-02-23 23:29:16 UTC
551,5-hydroxytryptamine receptor 7,HTR7,,,,,,,,,,,,,,,P34969,,,,,,,,,,,,,2015-02-23 23:29:39 UTC,2015-02-23 23:29:39 UTC
552,5-hydroxytryptamine receptor 1B,HTR1B,,,,,,,,,,,,,,,P28222,,,,,,,,,,,,,2015-02-23 23:29:39 UTC,2015-02-23 23:29:39 UTC
553,5-hydroxytryptamine receptor 1A,HTR1A,,,,,,,,,,,,,,,P08908,,,,,,,,,,,,,2015-02-23 23:29:39 UTC,2015-02-23 23:29:39 UTC
554,5-hydroxytryptamine receptor 6,HTR6,,,,,,,,,,,,,,,P50406,,,,,,,,,,,,,2015-02-23 23:29:39 UTC,2015-02-23 23:29:39 UTC
555,Histamine H1 receptor,HRH1,,,,,,,,,,,,,,,P35367,,,,,,,,,,,,,2015-02-23 23:29:39 UTC,2015-02-23 23:29:39 UTC
556,5-hydroxytryptamine receptor 3A,HTR3A,,,,,,,,,,,,,,,P46098,,,,,,,,,,,,,2015-02-23 23:29:39 UTC,2015-02-23 23:29:39 UTC
557,5-hydroxytryptamine receptor 1D,HTR1D,,,,,,,,,,,,,,,P28221,,,,,,,,,,,,,2015-02-23 23:29:39 UTC,2015-02-23 23:29:39 UTC
558,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,,,,,,,,,,,,,,,P04035,,,,,,,,,,,,,2015-02-23 23:29:45 UTC,2015-02-23 23:29:45 UTC
559,Mevalonate kinase,MVK,,,,,,,,,,,,,,,Q03426,,,,,,,,,,,,,2015-02-23 23:29:45 UTC,2015-02-23 23:29:45 UTC
560,"Creatine kinase S-type, mitochondrial",CKMT2,,,,,,,,,,,,,,,P17540,,,,,,,,,,,,,2015-02-23 23:29:55 UTC,2015-02-23 23:29:55 UTC
561,Creatine kinase B-type,CKB,,,,,,,,,,,,,,,P12277,,,,,,,,,,,,,2015-02-23 23:29:55 UTC,2015-02-23 23:29:55 UTC
562,"Creatine kinase U-type, mitochondrial",CKMT1A,,,,,,,,,,,,,,,P12532,,,,,,,,,,,,,2015-02-23 23:29:55 UTC,2015-02-23 23:29:55 UTC
563,Creatine kinase M-type,CKM,,,,,,,,,,,,,,,P06732,,,,,,,,,,,,,2015-02-23 23:29:55 UTC,2015-02-23 23:29:55 UTC
564,Ribonuclease pancreatic,RNASE1,,,,,,,,,,,,,,,P07998,,,,,,,,,,,,,2015-02-23 23:29:57 UTC,2015-02-23 23:29:57 UTC
565,Disks large homolog 4,DLG4,,,,,,,,,,,,,,,P78352,,,,,,,,,,,,,2015-02-23 23:29:57 UTC,2015-02-23 23:29:57 UTC
566,Galactocerebrosidase,GALC,,,,,,,,,,,,,,,P54803,,,,,,,,,,,,,2015-02-23 23:30:02 UTC,2015-02-23 23:30:02 UTC
567,N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase,PIGL,,,,,,,,,,,,,,,Q9Y2B2,,,,,,,,,,,,,2015-02-23 23:30:02 UTC,2015-02-23 23:30:02 UTC
568,Sphingomyelin phosphodiesterase,SMPD1,,,,,,,,,,,,,,,P17405,,,,,,,,,,,,,2015-02-23 23:30:02 UTC,2015-02-23 23:30:02 UTC
569,Ceramide glucosyltransferase,UGCG,,,,,,,,,,,,,,,Q16739,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
570,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q,PIGQ,,,,,,,,,,,,,,,Q9BRB3,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
571,Phosphatidylinositol N-acetylglucosaminyltransferase subunit A,PIGA,,,,,,,,,,,,,,,P37287,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
572,Phosphatidylinositol N-acetylglucosaminyltransferase subunit H,PIGH,,,,,,,,,,,,,,,Q14442,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
573,Phosphatidylinositol N-acetylglucosaminyltransferase subunit P,PIGP,,,,,,,,,,,,,,,P57054,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
574,Phosphatidylinositol N-acetylglucosaminyltransferase subunit C,PIGC,,,,,,,,,,,,,,,Q92535,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
575,2-hydroxyacylsphingosine 1-beta-galactosyltransferase,UGT8,,,,,,,,,,,,,,,Q16880,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
576,Collagen type IV alpha-3-binding protein,COL4A3BP,,,,,,,,,,,,,,,Q9Y5P4,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
577,"T-cell surface glycoprotein CD1e, membrane-associated",CD1E,,,,,,,,,,,,,,,P15812,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
578,Epididymal secretory protein E1,NPC2,,,,,,,,,,,,,,,P61916,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
579,Ceramide synthase 1,CERS1,,,,,,,,,,,,,,,P27544,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
580,Antigen-presenting glycoprotein CD1d,CD1D,,,,,,,,,,,,,,,P15813,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
581,GPI mannosyltransferase 1,PIGM,,,,,,,,,,,,,,,Q9H3S5,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
582,Phosphatidylinositol-glycan biosynthesis class W protein,PIGW,,,,,,,,,,,,,,,Q7Z7B1,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
583,Phosphatidylinositol-glycan biosynthesis class X protein,PIGX,,,,,,,,,,,,,,,Q8TBF5,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
584,GPI mannosyltransferase 4,PIGZ,,,,,,,,,,,,,,,Q86VD9,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
585,"Lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase",B3GNT5,,,,,,,,,,,,,,,Q9BYG0,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
586,"Beta-1,3-galactosyltransferase 5",B3GALT5,,,,,,,,,,,,,,,Q9Y2C3,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
587,GPI mannosyltransferase 3,PIGB,,,,,,,,,,,,,,,Q92521,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
588,Phosphatidylinositol-glycan biosynthesis class F protein,PIGF,,,,,,,,,,,,,,,Q07326,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
589,GPI ethanolamine phosphate transferase 2,PIGG,,,,,,,,,,,,,,,Q5H8A4,,,,,,,,,,,,,2015-02-23 23:30:03 UTC,2015-02-23 23:30:03 UTC
590,GPI ethanolamine phosphate transferase 1,PIGN,,,,,,,,,,,,,,,O95427,,,,,,,,,,,,,2015-02-23 23:30:04 UTC,2015-02-23 23:30:04 UTC
591,GPI ethanolamine phosphate transferase 3,PIGO,,,,,,,,,,,,,,,Q8TEQ8,,,,,,,,,,,,,2015-02-23 23:30:04 UTC,2015-02-23 23:30:04 UTC
592,GPI transamidase component PIG-S,PIGS,,,,,,,,,,,,,,,Q96S52,,,,,,,,,,,,,2015-02-23 23:30:04 UTC,2015-02-23 23:30:04 UTC
593,GPI transamidase component PIG-T,PIGT,,,,,,,,,,,,,,,Q969N2,,,,,,,,,,,,,2015-02-23 23:30:04 UTC,2015-02-23 23:30:04 UTC
594,Phosphatidylinositol glycan anchor biosynthesis class U protein,PIGU,,,,,,,,,,,,,,,Q9H490,,,,,,,,,,,,,2015-02-23 23:30:04 UTC,2015-02-23 23:30:04 UTC
595,GPI mannosyltransferase 2,PIGV,,,,,,,,,,,,,,,Q9NUD9,,,,,,,,,,,,,2015-02-23 23:30:04 UTC,2015-02-23 23:30:04 UTC
596,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y,PIGY,,,,,,,,,,,,,,,Q3MUY2,,,,,,,,,,,,,2015-02-23 23:30:04 UTC,2015-02-23 23:30:04 UTC
597,Non-lysosomal glucosylceramidase,GBA2,,,,,,,,,,,,,,,Q9HCG7,,,,,,,,,,,,,2015-02-23 23:30:04 UTC,2015-02-23 23:30:04 UTC
598,Protein FAN,NSMAF,,,,,,,,,,,,,,,Q92636,,,,,,,,,,,,,2015-02-23 23:30:04 UTC,2015-02-23 23:30:04 UTC
599,GPI-anchor transamidase,PIGK,,,,,,,,,,,,,,,Q92643,,,,,,,,,,,,,2015-02-23 23:30:04 UTC,2015-02-23 23:30:04 UTC
600,Thymidine phosphorylase,TYMP,,,,,,,,,,,,,,,P19971,,,,,,,,,,,,,2015-02-23 23:30:07 UTC,2015-02-23 23:30:07 UTC
601,Uridine phosphorylase 1,UPP1,,,,,,,,,,,,,,,Q16831,,,,,,,,,,,,,2015-02-23 23:30:07 UTC,2015-02-23 23:30:07 UTC
602,Uridine phosphorylase 2,UPP2,,,,,,,,,,,,,,,O95045,,,,,,,,,,,,,2015-02-23 23:30:07 UTC,2015-02-23 23:30:07 UTC
603,Uridine-cytidine kinase-like 1,UCKL1,,,,,,,,,,,,,,,Q9NWZ5,,,,,,,,,,,,,2015-02-23 23:30:07 UTC,2015-02-23 23:30:07 UTC
604,Uracil phosphoribosyltransferase homolog,UPRT,,,,,,,,,,,,,,,Q96BW1,,,,,,,,,,,,,2015-02-23 23:30:07 UTC,2015-02-23 23:30:07 UTC
605,Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 1,TSTD1,,,,,,,,,,,,,,,Q8NFU3,,,,,,,,,,,,,2015-02-23 23:30:12 UTC,2015-02-23 23:30:12 UTC
606,Triosephosphate isomerase,TPI1,,,,,,,,,,,,,,,P60174,,,,,,,,,,,,,2015-02-23 23:30:13 UTC,2015-02-23 23:30:13 UTC
607,"tRNA pseudouridine synthase A, mitochondrial",PUS1,,,,,,,,,,,,,,,Q9Y606,,,,,,,,,,,,,2015-02-23 23:30:36 UTC,2015-02-23 23:30:36 UTC
608,H/ACA ribonucleoprotein complex subunit 4,DKC1,,,,,,,,,,,,,,,O60832,,,,,,,,,,,,,2015-02-23 23:30:36 UTC,2015-02-23 23:30:36 UTC
609,Putative tRNA pseudouridine synthase Pus10,PUS10,,,,,,,,,,,,,,,Q3MIT2,,,,,,,,,,,,,2015-02-23 23:30:36 UTC,2015-02-23 23:30:36 UTC
610,tRNA pseudouridine synthase 3,PUS3,,,,,,,,,,,,,,,Q9BZE2,,,,,,,,,,,,,2015-02-23 23:30:36 UTC,2015-02-23 23:30:36 UTC
611,tRNA pseudouridine synthase-like 1,PUSL1,,,,,,,,,,,,,,,Q8N0Z8,,,,,,,,,,,,,2015-02-23 23:30:36 UTC,2015-02-23 23:30:36 UTC
612,Glucosidase 2 subunit beta,PRKCSH,,,,,,,,,,,,,,,P14314,,,,,,,,,,,,,2015-02-23 23:30:38 UTC,2015-02-23 23:30:38 UTC
613,Uridine 5'-monophosphate synthase,UMPS,,,,,,,,,,,,,,,P11172,,,,,,,,,,,,,2015-02-23 23:30:44 UTC,2015-02-23 23:30:44 UTC
614,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,DPAGT1,,,,,,,,,,,,,,,Q9H3H5,,,,,,,,,,,,,2015-02-23 23:30:44 UTC,2015-02-23 23:30:44 UTC
615,ENTPD4 protein,ENTPD4,,,,,,,,,,,,,,,Q8NE73,,,,,,,,,,,,,2015-02-23 23:30:44 UTC,2015-02-23 23:30:44 UTC
616,"UMP-CMP kinase 2, mitochondrial",CMPK2,,,,,,,,,,,,,,,Q5EBM0,,,,,,,,,,,,,2015-02-23 23:30:44 UTC,2015-02-23 23:30:44 UTC
617,Ribonucleoside-diphosphate reductase large subunit,RRM1,,,,,,,,,,,,,,,P23921,,,,,,,,,,,,,2015-02-23 23:30:46 UTC,2015-02-23 23:30:46 UTC
618,Chondroitin sulfate N-acetylgalactosaminyltransferase 1,CSGALNACT1,,,,,,,,,,,,,,,Q8TDX6,,,,,,,,,,,,,2015-02-23 23:30:46 UTC,2015-02-23 23:30:46 UTC
619,"GTP:AMP phosphotransferase, mitochondrial",AK3,,,,,,,,,,,,,,,Q9UIJ7,,,,,,,,,,,,,2015-02-23 23:30:47 UTC,2015-02-23 23:30:47 UTC
620,"Beta-1,4 N-acetylgalactosaminyltransferase 1",B4GALNT1,,,,,,,,,,,,,,,Q00973,,,,,,,,,,,,,2015-02-23 23:30:47 UTC,2015-02-23 23:30:47 UTC
621,Lactosylceramide 4-alpha-galactosyltransferase,A4GALT,,,,,,,,,,,,,,,Q9NPC4,,,,,,,,,,,,,2015-02-23 23:30:47 UTC,2015-02-23 23:30:47 UTC
622,Dolichyl-phosphate beta-glucosyltransferase,ALG5,,,,,,,,,,,,,,,Q9Y673,,,,,,,,,,,,,2015-02-23 23:30:47 UTC,2015-02-23 23:30:47 UTC
623,"Beta-1,3-galactosyltransferase 4",B3GALT4,,,,,,,,,,,,,,,O96024,,,,,,,,,,,,,2015-02-23 23:30:47 UTC,2015-02-23 23:30:47 UTC
624,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",PNPT1,,,,,,,,,,,,,,,Q8TCS8,,,,,,,,,,,,,2015-02-23 23:30:47 UTC,2015-02-23 23:30:47 UTC
625,"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",MGAT2,,,,,,,,,,,,,,,Q10469,,,,,,,,,,,,,2015-02-23 23:30:47 UTC,2015-02-23 23:30:47 UTC
