id,ontology_term_id,synonym,external_id,external_srouce,parent_id,parent_source,comment,curator,created_at,updated_at
3609,9966,Intracellular communication,,,,,,,2018-02-27 00:23:23 UTC,2018-02-27 00:23:23 UTC
3610,9511,Anti-flooding agent,,,,,,,2018-02-27 00:23:23 UTC,2018-02-27 00:23:23 UTC
3611,10085,Liver tissue,,,,,,,2018-02-27 00:23:23 UTC,2018-02-27 00:23:23 UTC
3612,9077,"Adrenoleukodystrophy, autosomal neonatal form",,,,,,,2018-02-27 00:23:23 UTC,2018-02-27 00:23:23 UTC
3613,9077,Nald,,,,,,,2018-02-27 00:23:23 UTC,2018-02-27 00:23:23 UTC
3614,9247,Anti metastatic,,,,,,,2018-02-27 00:23:23 UTC,2018-02-27 00:23:23 UTC
3615,9743,Anti retroviral,,,,,,,2018-02-27 00:23:23 UTC,2018-02-27 00:23:23 UTC
3616,9207,Cytotoxic,,,,,,,2018-02-27 00:23:23 UTC,2018-02-27 00:23:23 UTC
3617,9136,Spr deficiency,,,,,,,2018-02-27 00:23:23 UTC,2018-02-27 00:23:23 UTC
3618,8497,"Hypomagnesemia 3, renal",,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3619,8497,Homg3,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3620,8497,"Hypomagnesemia, primary, due to defect in renal tubular transport of magnesium",,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3621,8497,"Hypomagnesemia, isolated renal",,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3622,8497,"Hypomagnesemia, familial, with hypercalciuria and nephrocalcinosis",,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3623,8038,Nuclear dot,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3624,8038,Pml nb,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3625,8038,Pml nuclear body,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3626,8038,Nd10,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3627,7925,Ureters,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3628,10106,Mitochondria,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3629,9103,Pvt,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3630,9103,Portal vein thrombosis,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3631,9720,Anti lactobacillic,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3632,9712,Anti helicobacter,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3633,10105,Fat cell,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3634,10105,Lipocyte,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3635,8492,Mps,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3636,9341,Fungitoxic,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3637,8529,Carcinoma of the lung,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3638,8529,Lung carcinoma,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3639,9065,Mdds,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3640,8441,Adult-onset focal dystonia,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3641,8344,Respiratory failure,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3642,9397,Chelator,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3643,9324,Anti-contraction agent,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3644,9324,Anticontraction agent,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3645,9324,Labor suppressant,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3646,7766,Homo sapiens,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3647,7937,Mitochondrion inner membrane,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3648,8586,Cad,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3649,8586,Atherosclerotic heart disease,,,,,,,2018-02-27 00:23:24 UTC,2018-02-27 00:23:24 UTC
3650,9115,Oxalosis ii,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3651,9115,D-glycerate dehydrogenase deficiency,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3652,9115,"Hyperoxaluria, primary, type ii",,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3653,9115,Hp2,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3654,9115,Glyceric aciduria,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3655,9115,Glyoxylate reductase/hydroxypyruvate reductase deficiency,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3656,9115,Ph2,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3657,8040,Post-synaptic membrane,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3658,10054,Endocrine secretory process,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3659,10054,Endocrine secretory induction,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3660,8610,Phytosterolemia,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3661,8575,S-adenosylhomocysteine hydrolase deficiency,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3662,9261,Pro-kinetic agent,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3663,7797,Ground water,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3664,8949,Ceramidase deficiency,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3665,8949,Farber's lipogranulomatosis,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3666,8574,Cystathionine beta synthase deficiency,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3667,8819,Rds,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3668,8819,Ards,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3669,8819,Respiratory distress syndrome,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3670,8819,Adult respiratory distress syndrome,,,,,,,2018-02-27 00:23:25 UTC,2018-02-27 00:23:25 UTC
3671,9113,Oxalosis i,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3672,9113,Glycolic aciduria,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3673,9113,Alanine-glyoxylate aminotransferase deficiency,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3674,9113,Peroxisomal alanine:glyoxylate aminotransferase deficiency,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3675,9113,Hepatic agt deficiency,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3676,9113,Serine:pyruvate aminotransferase deficiency,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3677,8500,Ee,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3678,8500,(epema syndrome),,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3679,8076,Renal system,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3680,8851,Type a gastritis,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3681,8851,Type b gastritis,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3682,8851,Autoimmune metaplastic atrophic gastritis,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3683,8851,Amag,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3684,9141,Drepanocytosis,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3685,9141,Sickle-cell anaemia,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3686,9141,Sickle-cell disease,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3687,7776,Soy,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3688,7776,Soya,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3689,7776,Soybean,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3690,7776,Soya bean,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3691,9102,Pid,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3692,9102,Pick disease,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3693,9102,Pick disease of brain,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3694,9102,Lobar atrophy of brain,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3695,8435,Chaos,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3696,8435,Reaven's syndrome,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3697,8435,Insulin resistance,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3698,8435,Insulin resistance syndrome,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3699,8435,Syndrome x,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3700,8435,Metabolic syndrome x,,,,,,,2018-02-27 00:23:26 UTC,2018-02-27 00:23:26 UTC
3701,9977,Signal induction,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3702,9212,Genotoxic,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3703,9212,Genotoxic agent,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3704,8902,Ibs-c,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3705,8902,C-ibs,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3706,10034,"Tumorigenesis, oncogenesis",,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3707,8560,2-hydroxyglutaric aciduria (d),,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3708,8560,D2hga,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3709,8560,D2hga1,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3710,8988,Gsd type vii,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3711,8988,Tarui's disease,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3712,8988,Phosphofructokinase deficiency,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3713,8946,Sweeley-klionsky disease,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3714,8946,Ceramide trihexosidosis,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3715,8946,Ruiter-pompen-wyers syndrome,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3716,8946,Angiokeratoma corporis diffusum,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3717,8946,Anderson-fabry disease,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3718,9748,Anti schistosomiac,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3719,9428,Fragrance,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3720,9032,Icp,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3721,9032,Obstetric cholestasis,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3722,9184,Otitits,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3723,9756,Anti trichinosic,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3724,9118,Pris,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3725,8822,Asdl,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3726,8822,Adenylosuccinase deficiency,,,,,,,2018-02-27 00:23:27 UTC,2018-02-27 00:23:27 UTC
3727,8319,Sleep apnoea,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3728,8319,Sleep apnea syndrome,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3729,8147,Visual impairment,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3730,9735,Anti diarrheic,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3731,9735,Antidiarrheal agent,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3732,9735,Anti peristaltic,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3733,9782,Anti arthritic,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3734,8945,Epi,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3735,9226,Antireproductive,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3736,9226,Anti-reproductive,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3737,9226,Anti reproductive,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3738,9432,Dye retention agent,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3739,9676,Nutraceutical,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3740,9676,Dietary supplement,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3741,8794,11-beta-oh cah,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3742,8794,11-beta-oh deficiency,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3743,8794,11-beta-hydroxylase deficiency syndrome,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3744,8794,11-beta-hydroxylase deficient congenital adrenal hyperplasia,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3745,8794,Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3746,8173,Malignant melanoma,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3747,8593,Adpkd,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3748,8593,Adult-onset pkd,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3749,8593,Autosomal dominant pkd,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3750,8593,Autosomal dominant polycystic kidney disease (adpkd),,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3751,8895,Ckf,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3752,8895,Chronic kidney failure,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3753,8895,End-stage renal disease,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3754,8895,Esrd,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3755,8895,Eskd,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3756,8895,Stage 5 chronic kidney disease,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3757,8895,Stage 5 ckd,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3758,8895,Anephric patients,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3759,7978,Pre-golgi intermediate compartment,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3760,7978,Ergic,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3761,7978,Er-golgi transport container,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3762,7978,Vtc,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3763,7978,Endoplasmic reticulum-golgi transport container,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3764,7978,Egtc,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3765,7978,Er-golgi intermediate compartment,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3766,7978,Vesicular-tubular cluster,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3767,9417,Anti-stain agent,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3768,8605,Madd,,,,,,,2018-02-27 00:23:28 UTC,2018-02-27 00:23:28 UTC
3769,8486,Vlcad,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3770,8486,Vlchad,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3771,8365,Hypocalciuria,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3772,9033,Intraventricular haemorrhage,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3773,9033,Ivh,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3774,8937,Dimethylglcine dehydrogenase deficiency,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3775,9174,Hepatolenticular degeneration,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3776,9706,Anti carcinogenic,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3777,7865,Gall bladder,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3778,7984,Intercellular space,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3779,9926,Hypolipidaemic,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3780,9344,Anti-stripping agent,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3781,9975,Rna synthesis,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3782,8476,Bassen-kornzweig syndrome,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3783,9252,Anti atheromic,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3784,9252,Anti atherogenic,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3785,8936,Dmgdhd,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3786,9060,Mthfr deficiency,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3787,7799,Rain water,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3788,8863,Beta-thalassemia,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3789,8601,Depression,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3790,8601,Unipolar disorder,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3791,8601,Unipolar depression,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3792,8601,Major depression,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3793,8601,Clinical depression,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3794,9945,Dna maintenance process,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3795,9363,Anaesthetic,,,,,,,2018-02-27 00:23:29 UTC,2018-02-27 00:23:29 UTC
3796,10017,Anti-bacterial response,,,,,,,2018-02-27 00:23:30 UTC,2018-02-27 00:23:30 UTC
3797,9164,Head injury,,,,,,,2018-02-27 00:23:30 UTC,2018-02-27 00:23:30 UTC
3798,9164,Tbi,,,,,,,2018-02-27 00:23:30 UTC,2018-02-27 00:23:30 UTC
3799,9164,Intracranial injury,,,,,,,2018-02-27 00:23:30 UTC,2018-02-27 00:23:30 UTC
3800,9709,Anti cytomegalovirus,,,,,,,2018-02-27 00:23:30 UTC,2018-02-27 00:23:30 UTC
3801,8582,Hartnup disorder,,,,,,,2018-02-27 00:23:30 UTC,2018-02-27 00:23:30 UTC
3802,8107,Myocardium,,,,,,,2018-02-27 00:23:30 UTC,2018-02-27 00:23:30 UTC
3803,8107,Myocardial tissue,,,,,,,2018-02-27 00:23:30 UTC,2018-02-27 00:23:30 UTC
3804,8107,Heart muscle,,,,,,,2018-02-27 00:23:30 UTC,2018-02-27 00:23:30 UTC
3805,9678,Psyhcotropic drug,,,,,,,2018-02-27 00:23:30 UTC,2018-02-27 00:23:30 UTC
3806,9678,Psychoactive drug,,,,,,,2018-02-27 00:23:30 UTC,2018-02-27 00:23:30 UTC
3807,9678,Psychopharmaceutical,,,,,,,2018-02-27 00:23:30 UTC,2018-02-27 00:23:30 UTC
3808,9881,Oxidising agent,,,,,,,2018-02-27 00:23:30 UTC,2018-02-27 00:23:30 UTC
3809,8157,Ddd,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3810,9757,Anti tubercular,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3811,9306,Anti dysenteric,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3812,8924,Desminopathy,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3813,8924,Drm,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3814,9296,Anti-caking agent,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3815,9296,Anti caking agent,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3816,9358,Antierythemic,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3817,9358,Anti-erythemic,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3818,9626,Anti arrythmic,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3819,9626,Anti-arrythmic,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3820,8530,Amd,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3821,8530,Age-related macular degeneration,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3822,8724,Increased heart rate,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3823,8203,Ischaemia,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3824,9008,Dibasic aminoaciduria i,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3825,9299,Antiemetic,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3826,9299,Anti emetic,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3827,9050,"Acyl-coa dehydrogenase, long-chain, deficiency of",,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3828,7762,Intra-vesical,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3829,9002,Homozygous drepanocytosis,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3830,9002,Homozygous sickle-cell anaemia,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3831,8398,Hearing loss,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3832,7754,Intra-arterial,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3833,7982,Extracellular region,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3834,9649,Anti-autistic,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3835,9387,Lubricating agent,,,,,,,2018-02-27 00:23:31 UTC,2018-02-27 00:23:31 UTC
3836,8839,Methamphetamine psychosis,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3837,8839,Map,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3838,9352,Vertigenic,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3839,8247,Cerebrovascular accident,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3840,8247,Cva,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3841,8247,Cerebrovascular insult,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3842,8247,Cvi,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3843,8901,Gunther's disease,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3844,8901,Gunther disease,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3845,8901,Congenital cutaneous porphyria,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3846,9054,Malonic aciduria,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3847,9054,Malonyl-coa decarboxylase deficiency,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3848,7884,Testes,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3849,7884,Testis,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3850,9317,Anti-perspirant,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3851,8577,Tyrosinaemia,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3852,8865,Bile duct proliferation,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3853,9379,Anti ophthalmic,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3854,8545,Chagas' disease,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3855,8545,Chagas,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3856,9941,Calcium channel inhibition,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3857,9686,Topical anti-inflammatory agent,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
3858,7996,Prevacuolar compartment,,,,,,,2018-02-27 00:23:32 UTC,2018-02-27 00:23:32 UTC
